Iteration,fit_time,evaluate_time,hr@10,mrr@10,ndcg@10,hr@20,mrr@20,ndcg@20,hr@40,mrr@40,ndcg@40
1,181.70485424995422,0.9964535236358643,0.6837748344370861,0.31913552507095344,0.40529454337478177,0.825,0.3290950841634588,0.4412094810348844,0.9346026490066225,0.3330968965088524,0.4638599267774322
2,180.0328826904297,0.7282788753509521,0.7594370860927152,0.4070929911699774,0.4914191764974659,0.8687086092715232,0.4149073160111019,0.519333550245536,0.9524834437086093,0.41790824885444366,0.5365528294450524
3,178.23937368392944,0.7621746063232422,0.7768211920529802,0.439636747082939,0.5206032242990017,0.8766556291390728,0.4466874287226019,0.5459969588631789,0.9576158940397351,0.4496180814553161,0.5626894433211853
4,179.42170643806458,0.7769966125488281,0.7920529801324503,0.460022469252603,0.5399389439582946,0.8872516556291391,0.4666752162802108,0.5640616713188573,0.9572847682119205,0.4692137512045869,0.5785061309568783
5,178.83388137817383,0.7605540752410889,0.7998344370860927,0.4690942000420491,0.5487480997334563,0.8879139072847683,0.47525524301123206,0.5710778731448641,0.9612582781456953,0.47793837728645494,0.586244323393123
6,176.5240924358368,0.7603418827056885,0.8051324503311258,0.4748554609481771,0.5543512894625063,0.8922185430463576,0.4809076962010774,0.5763769758981638,0.9592715231788079,0.4833694171447829,0.5902544325242961
7,177.0707232952118,0.7493772506713867,0.8066225165562914,0.47599278618732443,0.5555010410111669,0.8940397350993378,0.482129115311108,0.5776903694172952,0.9629139072847682,0.4846080612916556,0.591864819767652
8,177.81944227218628,0.7597908973693848,0.8044701986754967,0.48468477346788735,0.5617938047986679,0.8963576158940397,0.49111604297189254,0.5850928327746945,0.9604304635761589,0.4934144230416731,0.5982692919990701
9,178.19809651374817,0.7596871852874756,0.8054635761589404,0.4803874303584587,0.558800707071853,0.893046357615894,0.48657707091169355,0.5810859474003651,0.9614238410596027,0.4890582773952687,0.5951912947584913
10,178.17113137245178,0.7536382675170898,0.8044701986754967,0.48345422054031467,0.560891963804094,0.8927152317880794,0.4895506675457423,0.5831710708797185,0.9600993377483443,0.49198476633979094,0.5970537990989153
11,178.64027452468872,0.75893235206604,0.8130794701986755,0.4887712209607928,0.5669082990171253,0.898841059602649,0.4948107606805445,0.5887024240962501,0.9622516556291391,0.49710144283284136,0.6017674146825959
12,178.67428469657898,0.7585186958312988,0.8119205298013245,0.48853306002312746,0.5665150227650133,0.8966887417218543,0.49451497130667826,0.5880714044030164,0.9617549668874172,0.4968964297739919,0.6015279400309774
13,179.34077525138855,0.7608785629272461,0.8084437086092715,0.4902708136234644,0.5671702223372653,0.8976821192052981,0.4965192838529016,0.5898034303138093,0.9630794701986755,0.49886103074767446,0.6032429875202774
14,179.7952287197113,0.7590911388397217,0.812748344370861,0.4892741511615689,0.5673810883958491,0.8993377483443709,0.4952920484185854,0.5892881014733281,0.9627483443708609,0.4976076475261662,0.602392733124002
15,172.19637203216553,0.7069077491760254,0.8132450331125828,0.4932447046147399,0.5703793870033708,0.8980132450331125,0.49913672814799753,0.5918252496939087,0.9642384105960264,0.5015270721596945,0.6054648653426655
16,175.48467755317688,0.7720630168914795,0.8178807947019867,0.48829470198675606,0.5677501437882235,0.9009933774834437,0.4940509413379466,0.588747911140606,0.9649006622516556,0.4963688755769082,0.6019298316143652
17,176.05327129364014,0.7698395252227783,0.8153973509933775,0.4969165878271858,0.5738215584220571,0.9013245033112582,0.5029231825592912,0.5956018580237121,0.9653973509933775,0.5052292245564123,0.6087880233483373
18,175.83039164543152,0.7675440311431885,0.8135761589403974,0.4925153736991494,0.5698877054620632,0.8981788079470199,0.498416772972265,0.5913149979825723,0.9630794701986755,0.5007722304737333,0.6047038280586744
19,175.5079700946808,0.7917757034301758,0.8168874172185431,0.49279558236098175,0.5710537464866011,0.901158940397351,0.49868935367929546,0.5924202212020638,0.9640728476821192,0.5009570572050701,0.6053723567162699
20,176.6114857196808,0.7880914211273193,0.8149006622516556,0.49583635551350813,0.572778729991921,0.8993377483443709,0.5018227105559414,0.5942880180412734,0.9632450331125828,0.5041518145654301,0.6074877594973828
21,174.96853375434875,0.7505450248718262,0.8061258278145695,0.4884603306002325,0.5651845985427087,0.8956953642384106,0.49483187536546297,0.5880251175856418,0.9617549668874172,0.49721726412122985,0.6016353767625627
22,176.346777677536,0.7597126960754395,0.8178807947019867,0.4947064543256622,0.5727558101869027,0.9004966887417218,0.5005265908631259,0.5937510509088729,0.9630794701986755,0.5027977809963292,0.6066619073220357
23,176.32101440429688,0.758812665939331,0.8190397350993377,0.4974463234521203,0.5750130012021818,0.9013245033112582,0.503163324546846,0.5958262797809544,0.963907284768212,0.5054344018108395,0.6087344174640266
24,176.3118381500244,0.7627573013305664,0.8190397350993377,0.49512791706086584,0.5733486548810066,0.8976821192052981,0.500664271056465,0.5933331381524286,0.9637417218543046,0.5030506221520366,0.6069418572103242
25,175.67661309242249,0.7454402446746826,0.8147350993377483,0.4968261852202267,0.5736720019858473,0.898841059602649,0.502804484139804,0.5951110757365771,0.96341059602649,0.505130537728018,0.6084042047790569
26,175.71017503738403,0.7603452205657959,0.8120860927152318,0.49585002102386344,0.572202969356649,0.8986754966887417,0.5019133569947997,0.5941618889614493,0.9630794701986755,0.5042399524857253,0.6074314964743276
27,176.18193650245667,0.7711300849914551,0.81341059602649,0.49408329391359335,0.5712613543465563,0.8958609271523179,0.4998454726173388,0.5921607795932223,0.9632450331125828,0.5022804594899898,0.6060442768787835
28,175.36919355392456,0.766014814376831,0.81341059602649,0.4959607904972157,0.572648855474133,0.8991721854304636,0.5019070441444122,0.5943262752222427,0.9615894039735099,0.5041690343486028,0.6071980786570316
29,176.6370506286621,0.7530004978179932,0.8162251655629139,0.495601808052141,0.5731336401762613,0.8995033112582781,0.5014292898708341,0.5942487414446203,0.9637417218543046,0.5037851845599172,0.6075413785690588
30,177.8070855140686,0.7873094081878662,0.812251655629139,0.49408493640281903,0.5708891003847449,0.8960264900662251,0.4999497013649712,0.5921341618415343,0.96341059602649,0.5024188409691447,0.6060701842527453
31,175.445955991745,0.7813944816589355,0.8144039735099338,0.4956474035530338,0.5726851540722026,0.9004966887417218,0.5016946428294352,0.5945442173806667,0.96341059602649,0.5039723477407168,0.6075136770868043
