Iteration,fit_time,evaluate_time,hr@10,mrr@10,ndcg@10,hr@20,mrr@20,ndcg@20,hr@40,mrr@40,ndcg@40
1,228.56669354438782,1.1241157054901123,0.715728476821192,0.3686770077788278,0.45118228808505895,0.8456953642384106,0.3778740409337939,0.48426566053097864,0.9447019867549669,0.3814137519498915,0.5046006569594443
2,220.70571446418762,0.6894819736480713,0.7758278145695364,0.4398708346473253,0.5204301724915631,0.8809602649006623,0.447260790916028,0.5471305489943006,0.9571192052980132,0.45000805760769275,0.5628149056921663
3,262.0177958011627,0.7085134983062744,0.7859271523178808,0.461111176810681,0.5392159375882537,0.8875827814569537,0.46823035130290774,0.5649986646355407,0.9579470198675497,0.4707588858525707,0.579470685095651
4,290.93729543685913,3.1871275901794434,0.7971854304635762,0.4720183564595827,0.5502709853757766,0.8913907284768212,0.4786281560370901,0.5741789018082734,0.9579470198675497,0.4810187493090416,0.5878660713967886
5,295.01590752601624,3.291201591491699,0.8041390728476822,0.48581500315357906,0.5624821002370424,0.8940397350993378,0.4922025163762187,0.5854000737834283,0.9607615894039735,0.4946430081268769,0.5991934690929834
6,294.6746370792389,3.32194447517395,0.8061258278145695,0.48901562335751153,0.5654022126655494,0.8955298013245033,0.49533138340372185,0.5881497999503552,0.9629139072847682,0.49774703348000093,0.6019995736241806
7,294.8792130947113,3.340888500213623,0.8104304635761589,0.4917489882266389,0.5686063730378935,0.8985099337748345,0.497970979460874,0.5910131550249111,0.9617549668874172,0.500227136323319,0.6039945345213039
8,294.67833399772644,3.2214560508728027,0.8124172185430464,0.49502818511510743,0.5714974985321143,0.8958609271523179,0.5009241142373274,0.5927271336666657,0.9615894039735099,0.5032988760979097,0.6062707060379722
9,295.86342000961304,3.197664737701416,0.8142384105960265,0.4991415037317363,0.5750708937182369,0.8986754966887417,0.5051150639513057,0.5965652437988749,0.963907284768212,0.5074488727936628,0.609966097673967
10,295.6724727153778,3.1891028881073,0.813907284768212,0.5006892541784944,0.5762189290759087,0.8978476821192053,0.5066977551717383,0.5976731020195303,0.9624172185430464,0.5090441898264855,0.6110000069867001
11,293.8236801624298,3.2643399238586426,0.812748344370861,0.4979742851886915,0.573983284771568,0.8966887417218543,0.5039641945950202,0.5954121381326225,0.9609271523178808,0.5062976153406042,0.6086703428260809
12,295.44645714759827,3.1878881454467773,0.8144039735099338,0.5041869678334915,0.5789930951638823,0.8966887417218543,0.5100563340022091,0.5999983319636654,0.9627483443708609,0.512467246351586,0.6136491611852792
13,300.09046053886414,3.264383316040039,0.8147350993377483,0.4993001024913296,0.5753511879209389,0.8976821192052981,0.5052181803138738,0.596523443864682,0.9630794701986755,0.5075780701001085,0.6099935494266842
14,295.04025173187256,3.221341848373413,0.8180463576158941,0.5054733653947249,0.5807846257605056,0.8948675496688742,0.5109189996918042,0.6003549917553209,0.9619205298013245,0.5133664884833069,0.6142112905098162
15,295.0996835231781,3.2422027587890625,0.8155629139072847,0.504294518027964,0.5793566093111353,0.8998344370860927,0.5103108680892195,0.6008707352645675,0.9640728476821192,0.5126394170461283,0.6141204176251341
16,294.9638636112213,3.307490110397339,0.822682119205298,0.5102181225691178,0.5855325179914643,0.9019867549668874,0.5158009275753028,0.6056849504520864,0.9640728476821192,0.5180693554344205,0.6185191042308841
17,294.0065519809723,3.832665205001831,0.8102649006622517,0.5062045358982464,0.5795719777766668,0.8970198675496689,0.5123938429552971,0.6017158696089523,0.9615894039735099,0.5147404810503853,0.6150427756046001
18,294.7369821071625,3.179619073867798,0.8183774834437086,0.5097636129507006,0.584137391771679,0.8973509933774835,0.5153425653113436,0.6042275335498819,0.9619205298013245,0.5177175907705407,0.6175968634721795
19,293.92919301986694,3.3729984760284424,0.8173841059602649,0.5105568695469378,0.5846479455292409,0.8985099337748345,0.5163315314056249,0.6053402056996056,0.9630794701986755,0.5187466400038153,0.618779890688905
20,294.0933680534363,3.2148666381835938,0.8177152317880795,0.5103125985493547,0.5845121124433846,0.9019867549668874,0.516236086838585,0.6059142923763878,0.9629139072847682,0.5184608346429399,0.6185055466937072
