Iteration,fit_time,evaluate_time,hr@10,mrr@10,ndcg@10
5,14.000603914260864,3.378129243850708,0.5456953642384106,0.23365164774518998,0.30696504510595235
10,31.60184621810913,2.541775703430176,0.6885761589403974,0.3477664117523368,0.4285633764930831
15,47.24879312515259,2.48406720161438,0.7448675496688741,0.40338464469672974,0.4846418841795437
20,63.95121455192566,2.5511629581451416,0.7678807947019868,0.43456500315358015,0.5142973063986255
25,79.96818661689758,2.7542691230773926,0.7841059602649006,0.4560552007778833,0.534486302392203
30,95.87869644165039,2.491464614868164,0.7928807947019868,0.4685364107011463,0.546352783397278
35,112.98333287239075,2.411445140838623,0.7983443708609271,0.4755490512982244,0.5531517280163232
40,128.41740918159485,2.658855676651001,0.8041390728476822,0.47948097340481477,0.5574316185543307
45,144.8738226890564,2.395993947982788,0.8038079470198676,0.484078103647642,0.5609610377724178
50,161.25476264953613,2.671963930130005,0.8120860927152318,0.49178328340166105,0.5689866617277097
55,176.7276725769043,2.460796594619751,0.8107615894039735,0.4961267476085371,0.5718947232141589
60,193.61723947525024,2.4787862300872803,0.8086092715231789,0.4977588563019034,0.572895236507309
65,209.14490485191345,3.130420207977295,0.8147350993377483,0.503852097130244,0.5786216425730752
70,226.09495425224304,2.4746387004852295,0.8145695364238411,0.5037187927047204,0.5786743426632286
75,242.80268263816833,2.5123164653778076,0.8177152317880795,0.5042421554714628,0.579683162420573
80,258.1711640357971,2.5622718334198,0.8188741721854305,0.504927007778831,0.5807206275912512
85,274.795597076416,2.399193525314331,0.812748344370861,0.504675772626933,0.5789743743889969
90,290.6852960586548,2.7544026374816895,0.8155629139072847,0.5094262456638304,0.5833725216877891
95,306.66980242729187,2.3917059898376465,0.8140728476821192,0.5059125670135621,0.5803400000241086
100,323.3729374408722,2.6272289752960205,0.8152317880794702,0.5084913407968057,0.5825767525275762
105,338.52124881744385,2.5173916816711426,0.8144039735099338,0.5136485598654484,0.5861935260231439
110,355.472697019577,2.489170551300049,0.8216887417218544,0.5119862293703364,0.5866413547907282
115,371.7283260822296,2.564070701599121,0.8195364238410596,0.5102746241984669,0.5850137557838516
120,387.4482493400574,2.491716146469116,0.819205298013245,0.5150603779039236,0.5884501444104775
