Iteration,fit_time,evaluate_time,hr@10,mrr@10,ndcg@10
5,13.718860626220703,3.3042421340942383,0.5268211920529802,0.2174314753495212,0.28989853946141886
10,32.496779680252075,2.5162980556488037,0.6938741721854305,0.34588569588983326,0.4282569749752739
15,47.712926626205444,2.5733742713928223,0.7380794701986755,0.3898439635235986,0.472568118269071
20,64.32143306732178,2.562046527862549,0.7597682119205298,0.42653789551140453,0.5061525895571823
25,80.57929229736328,2.5473337173461914,0.777317880794702,0.44240204194260574,0.5225826304858755
30,96.31579208374023,2.6345341205596924,0.7877483443708609,0.46102878955114085,0.5394112673103119
35,113.37364459037781,2.5436336994171143,0.7927152317880795,0.4708178282350474,0.5480910471785478
40,129.26213669776917,2.5893354415893555,0.7985099337748345,0.4764057736781262,0.5537227967251626
45,146.01342463493347,2.4325997829437256,0.8024834437086092,0.480212669504889,0.5576282421934258
50,162.36933064460754,2.720059633255005,0.8018211920529801,0.4859274151161576,0.5619327734858055
55,178.8319034576416,2.4634063243865967,0.805794701986755,0.4954537869231582,0.5701340630280549
60,195.91912531852722,2.5299572944641113,0.8092715231788079,0.49854928781667385,0.5732926508734787
65,212.01987075805664,2.829104423522949,0.8089403973509933,0.49977846105329715,0.5741530807481038
70,228.451158285141,2.509737253189087,0.8094370860927153,0.4992616682434569,0.5739197478551435
75,244.67902183532715,2.5002684593200684,0.8096026490066225,0.4995962104488612,0.5743119126004795
80,260.07358288764954,2.8875794410705566,0.8114238410596026,0.5024268763796933,0.5769428080608767
85,276.4605324268341,2.613800287246704,0.8089403973509933,0.5022184116472204,0.5761397354173555
90,293.5982975959778,2.4966678619384766,0.8124172185430464,0.5034649295700637,0.5779658560445671
95,311.1433696746826,2.6969988346099854,0.8170529801324503,0.5034134868075273,0.5788574645406808
100,327.2103497982025,2.69486665725708,0.8130794701986755,0.5038812677388849,0.5784044104065539
105,344.1125843524933,2.562697649002075,0.8172185430463577,0.5059354304635781,0.5809384348573204
110,360.01314330101013,2.656754970550537,0.8152317880794702,0.5064973588773275,0.580870048519832
115,376.26313376426697,2.4611618518829346,0.8149006622516556,0.5090335593398523,0.5827615491436747
120,391.94939064979553,2.7885491847991943,0.8157284768211921,0.5035891674550623,0.5787748881578927
125,408.9163382053375,2.472278118133545,0.8147350993377483,0.5116183117838743,0.5845563545279912
130,426.63212871551514,2.739346504211426,0.8087748344370861,0.5062199095973945,0.5794276093692282
135,443.0023384094238,2.4530222415924072,0.8132450331125828,0.5087906680332197,0.582114284426143
140,458.89480900764465,2.5270190238952637,0.8150662251655629,0.5110118390623379,0.584301013454173
145,474.9372956752777,3.23006272315979,0.8114238410596026,0.5127027488699683,0.5848148480760295
150,491.13295698165894,2.6165969371795654,0.8145695364238411,0.5102005150846235,0.58361013293221
155,507.3296046257019,2.504260540008545,0.8152317880794702,0.5156338037422501,0.5877962439736159
160,522.8351027965546,2.4312143325805664,0.8153973509933775,0.5171489672027764,0.5890829698949609
165,538.5223760604858,2.5809133052825928,0.8230132450331126,0.5198619652055108,0.5927701551523792
170,554.1205139160156,2.4120032787323,0.8170529801324503,0.515400504572691,0.588183396779632
175,569.9932854175568,2.712846040725708,0.8149006622516556,0.512218148848946,0.5851029334484809
180,585.359525680542,2.4684700965881348,0.819205298013245,0.512701829076003,0.5866737116160443
185,602.2959413528442,2.5690574645996094,0.8158940397350993,0.5135257673709674,0.5864056106671862
190,617.963324546814,2.458322763442993,0.8187086092715232,0.5089421055397894,0.5837309126110295
195,633.6978886127472,2.609475612640381,0.8157284768211921,0.5112132082413565,0.5847073378995212
200,649.6125612258911,2.4739601612091064,0.8145695364238411,0.5140133238725968,0.5865182726197152
205,665.938149690628,3.314328908920288,0.8167218543046357,0.5128109560601304,0.5861769614850822
210,681.7176668643951,3.1589465141296387,0.8142384105960265,0.5125638599810792,0.585414005460901
215,698.9719507694244,2.480663537979126,0.8172185430463577,0.5144213181961541,0.5873770513987145
220,714.4097394943237,2.6324119567871094,0.8200331125827814,0.5156073925155052,0.5888341542117146
225,729.7845125198364,2.6292450428009033,0.8193708609271523,0.5176907258488401,0.5904952039230015
230,746.118480682373,2.464348316192627,0.8163907284768211,0.511626524230002,0.585088441370233
235,761.3414921760559,2.6753134727478027,0.8197019867549669,0.5119564674655741,0.5861697257922874
240,777.5872097015381,2.533994436264038,0.8180463576158941,0.511488358036374,0.5854829958606309
245,793.6308262348175,2.476771593093872,0.8153973509933775,0.5154131845895106,0.5877917479197626
250,808.820230960846,2.6036481857299805,0.8182119205298013,0.5181188899400837,0.5904980375257743
255,824.9867947101593,2.493446111679077,0.8193708609271523,0.5163978897298449,0.5894308500514328
260,841.4709997177124,2.6378026008605957,0.8155629139072847,0.5106117286870605,0.5842652971597281
265,856.4445712566376,2.5008347034454346,0.8187086092715232,0.5102716020182914,0.5848366542396762
270,873.4346470832825,2.444098711013794,0.8180463576158941,0.5120255177126063,0.5859769242916487
275,888.186048746109,2.6096272468566895,0.8195364238410596,0.5165501156312429,0.5896439591989822
280,904.398770570755,2.432593584060669,0.8168874172185431,0.5174350888258186,0.589737335254089
285,921.1301205158234,2.72298002243042,0.8162251655629139,0.5171423315463075,0.5894062809544406
290,936.1581194400787,2.439642906188965,0.8183774834437086,0.5151032140229171,0.5882409548095104
295,953.2536902427673,2.488516092300415,0.8157284768211921,0.5126176022285314,0.5857831541461693
300,968.356281042099,2.643551826477051,0.8185430463576159,0.5172517213287086,0.5898420420642897
305,984.6967446804047,2.589139699935913,0.820364238410596,0.5175849495427318,0.5906024464639568
310,1000.6468172073364,2.609161376953125,0.8193708609271523,0.5168086434353008,0.5896907658413625
