Iteration,fit_time,evaluate_time,hr@10,mrr@10,ndcg@10,hr@20,mrr@20,ndcg@20,hr@40,mrr@40,ndcg@40
1,174.94842672348022,1.0443496704101562,0.7392384105960265,0.3958576421738663,0.47776750609728685,0.8528145695364239,0.40392623462537713,0.5067137842386515,0.9408940397350993,0.40708868028401246,0.5248293509957729
2,173.01226568222046,0.6710164546966553,0.7923841059602649,0.4713787711552616,0.5485302821036103,0.8824503311258278,0.4775987606578041,0.5712651771635324,0.9524834437086093,0.48015498709415505,0.5857372949363455
3,173.49563312530518,0.6811866760253906,0.8120860927152318,0.4922184116472203,0.5692190652465146,0.8938741721854304,0.4979873344261622,0.590014576878719,0.9562913907284768,0.500254111679287,0.6028926486566336
4,173.67004323005676,0.6888008117675781,0.8187086092715232,0.5066326342899198,0.581904260418287,0.8985099337748345,0.5122376793420015,0.6021674115558805,0.9566225165562914,0.5143379366298144,0.6141405366853068
5,173.51769709587097,0.6638152599334717,0.8263245033112583,0.5189718674445514,0.5929839725150451,0.9013245033112582,0.524251448227368,0.6120363537116649,0.9589403973509933,0.5263237496627119,0.6238932999183527
6,173.96825671195984,0.7039659023284912,0.8206953642384106,0.5167366367076642,0.5901198156027561,0.8976821192052981,0.522191823960189,0.6097241308088291,0.9576158940397351,0.5243607672254462,0.6220792925151314
7,173.64183950424194,0.673689603805542,0.8211920529801324,0.5240036660359514,0.595821052722613,0.9014900662251656,0.529714290816745,0.6162924088987116,0.9596026490066225,0.5318219108512741,0.6282813874315392
8,173.4869740009308,0.670809268951416,0.8248344370860927,0.5289746268264492,0.6003572268427574,0.9021523178807948,0.5343614061860846,0.619932051596673,0.9614238410596027,0.536482662783038,0.6321107876260702
9,174.00077962875366,0.684180736541748,0.8213576158940398,0.5240816514243695,0.5958437406482266,0.9028145695364238,0.5298912196138524,0.6166313661427983,0.9607615894039735,0.531971573272236,0.6285471025407994
10,174.11105275154114,0.6686677932739258,0.8246688741721855,0.5235029039209514,0.5961706803025605,0.903476821192053,0.5289597525764507,0.6160798424689166,0.9605960264900663,0.5310167609524467,0.6278353239157007
11,174.01079058647156,0.6699256896972656,0.8243377483443709,0.5247365447282684,0.5968666437624145,0.8998344370860927,0.5300306425931972,0.6160270642161364,0.9620860927152318,0.5322643973311758,0.6288282209249001
12,173.98914980888367,0.6759033203125,0.8246688741721855,0.5220330074634736,0.5949058090306584,0.9006622516556292,0.5272990472235976,0.6141071340268482,0.9609271523178808,0.529471126128003,0.6265159148641646
13,174.19954895973206,0.6940109729766846,0.8190397350993377,0.5267320377378334,0.5972026631565507,0.8998344370860927,0.5324853177067066,0.6178094276315029,0.9600993377483443,0.5346810449777449,0.6302580374506178
14,174.07708024978638,0.6774542331695557,0.8157284768211921,0.5231267738883648,0.5936390606706231,0.9006622516556292,0.5291059431874794,0.6152156065913174,0.9620860927152318,0.5313061105066293,0.6278389767677005
15,174.08821749687195,0.6692895889282227,0.8197019867549669,0.5229178492589116,0.5944729447379093,0.8948675496688742,0.5282073530598924,0.6135699547961448,0.9620860927152318,0.530661136662865,0.627458394305861
16,174.19195294380188,0.6578824520111084,0.8158940397350993,0.5210743193524665,0.592064950651478,0.8975165562913907,0.5268151497124491,0.6127963699945017,0.9612582781456953,0.5291190847295928,0.6259320747830963
17,174.1871931552887,0.6842825412750244,0.8163907284768211,0.5154777672658489,0.5880103751789783,0.8955298013245033,0.5210852473148738,0.6081652914124481,0.9599337748344371,0.5234323437973685,0.6214678550489959
18,174.04622340202332,0.6570107936859131,0.8142384105960265,0.5195665142436686,0.5905420700731524,0.8948675496688742,0.5251634113309003,0.6109260841320903,0.9596026490066225,0.5275626299185399,0.6243614744748475
19,174.31526851654053,0.6815178394317627,0.8142384105960265,0.514411003363819,0.586784336212263,0.8961920529801325,0.520158587218891,0.6075786488184014,0.958112582781457,0.5224174153627221,0.6203702666933042
20,174.04407620429993,0.6787052154541016,0.8135761589403974,0.5184651923683395,0.5896124498284584,0.8960264900662251,0.5242716056115769,0.6105632930908005,0.9576158940397351,0.5265015849234226,0.623259704286275
21,173.98870253562927,0.7038693428039551,0.8114238410596026,0.5155817039840243,0.5870066155455043,0.8956953642384106,0.5215597404822632,0.6084759741945587,0.9594370860927153,0.5238789405865325,0.6216344354065043
22,174.30611538887024,0.6715202331542969,0.812251655629139,0.5164725244402414,0.5877787046095886,0.8978476821192053,0.5224687495232809,0.6094895065390175,0.9596026490066225,0.5246804584560685,0.6221799789143126
23,173.97685503959656,0.6911125183105469,0.8142384105960265,0.5207641516871677,0.5914267366233942,0.8956953642384106,0.5264923833479335,0.612117224737538,0.9599337748344371,0.5287752550673434,0.6252908998266401
24,174.02991795539856,0.6782281398773193,0.8120860927152318,0.5134390439398742,0.5853737127699159,0.8951986754966887,0.5193853455122384,0.6066112892187266,0.958112582781457,0.5216668524732992,0.6195864824878384
25,174.30402374267578,0.685250997543335,0.8157284768211921,0.5176871123725447,0.5893867285603106,0.8947019867549669,0.5232508057974131,0.6094575691636056,0.9604304635761589,0.5256102087621791,0.6229733051442098
26,174.27725648880005,0.6649117469787598,0.8147350993377483,0.5159573084200584,0.5879717882709538,0.8940397350993378,0.5215250841132295,0.6081041048855902,0.9596026490066225,0.5238880115626854,0.6216019457391576
27,174.3067684173584,0.6846730709075928,0.8147350993377483,0.5145584988962486,0.5869055725588441,0.8955298013245033,0.5202297979773809,0.6074124140846406,0.9589403973509933,0.5224996356069258,0.6204433695468231
28,174.62820529937744,0.6701245307922363,0.8105960264900662,0.5127154945863563,0.5845902669723676,0.8928807947019868,0.518459900441517,0.6054362576451128,0.9582781456953643,0.5208619593534366,0.6189733641869062
29,173.83392524719238,0.6832175254821777,0.8142384105960265,0.5122638757489762,0.5850384639265459,0.8932119205298014,0.5178073641404153,0.6050845802728817,0.9591059602649007,0.5201600464694642,0.6186128997877463
30,174.4376940727234,0.7087044715881348,0.8160596026490067,0.517638560391045,0.5894337868352386,0.8960264900662251,0.5231745553433148,0.6096338479443654,0.9589403973509933,0.5254367637155706,0.6225773751470478
31,174.1908459663391,0.6899964809417725,0.81158940397351,0.514007016713971,0.5857126568977364,0.8932119205298014,0.519803226632357,0.6065123976927977,0.9584437086092715,0.5221440766615617,0.6199253795574196
32,173.7590355873108,0.659677267074585,0.8155629139072847,0.5131943130453072,0.586127933647954,0.8940397350993378,0.5186741564098531,0.6060079202473146,0.9582781456953643,0.5209813287087657,0.6192213580897746
33,174.5328893661499,0.739431619644165,0.8099337748344371,0.5086882424051317,0.581434272405392,0.890728476821192,0.5144536040061365,0.6020604720866239,0.9571192052980132,0.5168578629435482,0.6157507993984639
34,169.82236528396606,0.7017900943756104,0.8120860927152318,0.5084932460843066,0.5815635890334766,0.8903973509933775,0.5140076856059638,0.6014611376401313,0.9564569536423841,0.5163966499770095,0.6150751750935257
35,169.2301676273346,0.7329580783843994,0.8096026490066225,0.508417757279514,0.5809656444523931,0.8887417218543047,0.5140792531056176,0.6011860845859762,0.9571192052980132,0.5165796063869003,0.6153231568101398
36,169.62122702598572,0.7319612503051758,0.81341059602649,0.5121639467045118,0.5848222499619328,0.891887417218543,0.517663596721062,0.6047310072165457,0.956953642384106,0.5200170246373715,0.6181393303832254
37,169.25797486305237,0.7321758270263672,0.8077814569536423,0.5081119257857687,0.5804648945866616,0.8889072847682119,0.5138628305272511,0.6011248403133956,0.9562913907284768,0.516331400706797,0.6150649325085661
38,169.47067737579346,0.6974709033966064,0.8096026490066225,0.5106110716913701,0.5826507854095412,0.891887417218543,0.5164127902396122,0.6035718153536994,0.9571192052980132,0.5187523728859788,0.6169815631569093
39,169.3490285873413,0.7114396095275879,0.8094370860927153,0.5084293204036592,0.5808709635636748,0.8905629139072848,0.5141441626198499,0.6014877521424288,0.958112582781457,0.5165994280521347,0.6154274111960156
40,169.31205463409424,0.7173173427581787,0.8109271523178808,0.5071511352885543,0.5803838447250169,0.8945364238410596,0.5130346881988107,0.6016229269112182,0.9566225165562914,0.5152568673100253,0.6143806081720296
41,169.06929397583008,0.8513631820678711,0.8087748344370861,0.5096615815200273,0.5816849888583491,0.8958609271523179,0.5157633823796209,0.6037772499859619,0.9566225165562914,0.517944690669066,0.6162720396071031
42,169.01742029190063,0.729060173034668,0.8091059602649007,0.5091106906338714,0.5813753894165397,0.8894039735099337,0.5147433478817272,0.601755963824534,0.9554635761589404,0.5171540254689708,0.615404652376876
43,169.09064960479736,0.702441930770874,0.8096026490066225,0.5056246058025876,0.5789732238624579,0.8928807947019868,0.511457314344953,0.6000969285676684,0.958112582781457,0.5137910493594678,0.6134987684557154
44,169.10016465187073,0.7498252391815186,0.8117549668874172,0.5118848549353524,0.5840580556071298,0.8928807947019868,0.5176193355491262,0.6047006450892937,0.9566225165562914,0.5199512862787999,0.6178809749173826
45,169.1168131828308,0.7721028327941895,0.8099337748344371,0.5086274703037971,0.581147682883178,0.8913907284768212,0.5143557747370515,0.6018337524390567,0.9556291390728476,0.5166778211187014,0.6150687297561537
46,169.0245382785797,0.7038774490356445,0.8092715231788079,0.5109441028066873,0.582745808953153,0.8935430463576159,0.516779944431476,0.6040341106990382,0.9567880794701987,0.5190605020863025,0.617055384878068
47,168.90335845947266,0.7316281795501709,0.8077814569536423,0.5026283112582798,0.5761338082476593,0.8882450331125827,0.5082182392241498,0.5964839244118327,0.9536423841059603,0.5106075095048894,0.6100029031255226
48,168.84697151184082,0.6975176334381104,0.8162251655629139,0.5097433117838759,0.5835188056439387,0.8908940397350993,0.5149753915009282,0.6024601398042422,0.9567880794701987,0.5173555518468467,0.6160338902577435
