Iteration,fit_time,evaluate_time,hr@10,mrr@10,ndcg@10,hr@20,mrr@20,ndcg@20,hr@40,mrr@40,ndcg@40
1,287.1098282337189,1.7435736656188965,0.6991721854304636,0.3426459844423407,0.42729733770124895,0.8365894039735099,0.3522624115869462,0.46214029298688203,0.9408940397350993,0.3560301284954193,0.48362819054444023
2,280.09340357780457,0.7747678756713867,0.7731788079470199,0.42914281772311724,0.511553308449546,0.8763245033112583,0.43634397939439296,0.5376879110098756,0.9538079470198676,0.4391169707814173,0.5536080342041425
3,279.8583209514618,0.7719771862030029,0.7940397350993378,0.4566934720908244,0.5378331409710335,0.8892384105960265,0.46331433207890294,0.5619202485095703,0.9591059602649007,0.465829405750812,0.5762980145628611
4,279.797123670578,0.7737939357757568,0.7932119205298013,0.4687210921896362,0.5469582368596918,0.8928807947019868,0.4757559191538032,0.5723038876745402,0.9582781456953643,0.478099045246013,0.5857468441242721
5,279.9972653388977,0.7820956707000732,0.8069536423841059,0.4799951382318937,0.5588022766984027,0.8940397350993378,0.486119721457177,0.5809190731365715,0.9624172185430464,0.48858564166223045,0.5949994305469559
6,280.170033454895,0.7753572463989258,0.8152317880794702,0.4897952801429632,0.5682451296654863,0.8970198675496689,0.4955373416369703,0.5890046582801102,0.964569536423841,0.49795246596139636,0.6028803157529488
7,280.17819714546204,0.7865462303161621,0.813907284768212,0.4901349469147489,0.5682413205252503,0.8971854304635761,0.49599027039408994,0.5893957180759053,0.9632450331125828,0.49836397754802003,0.6029833146979219
8,280.0835108757019,0.7805676460266113,0.8180463576158941,0.4937611032271639,0.571994162685166,0.8998344370860927,0.4995573075519337,0.5928254660823441,0.9625827814569536,0.5018204088000894,0.6057449690130055
9,279.7829484939575,0.791675329208374,0.8172185430463577,0.4998485624934312,0.576495170883373,0.9001655629139073,0.5057719888780748,0.597677598031439,0.9632450331125828,0.5080589672993071,0.6106869867459643
10,279.93948912620544,0.7812199592590332,0.8206953642384106,0.5017213287080854,0.5787245947695994,0.9056291390728477,0.5076282467684676,0.6002146218733898,0.9630794701986755,0.5097055938111447,0.6120541661050249
11,279.920042514801,0.7913610935211182,0.820364238410596,0.5044371517922871,0.5807332459267086,0.9054635761589404,0.5104281408889387,0.6023510934632389,0.965066225165563,0.5125737081969483,0.614618427175498
12,280.1606297492981,0.786963701248169,0.8254966887417219,0.5086180752654273,0.5850146714682636,0.9026490066225166,0.5140070082591827,0.6045631951248124,0.965066225165563,0.5162769527443687,0.6174445690479359
13,279.92191648483276,0.7896456718444824,0.8197019867549669,0.5059927204877553,0.5817634153696624,0.9026490066225166,0.5118913400563281,0.6029113535264857,0.9642384105960264,0.5141061567933091,0.6155828556563956
14,279.92435002326965,0.778393030166626,0.8201986754966888,0.5093070666456438,0.5843146536869153,0.902317880794702,0.5150483242427174,0.6051310885105605,0.9635761589403974,0.5172394333606205,0.6177164802252153
15,279.9350998401642,0.7852489948272705,0.8183774834437086,0.5072473851571546,0.582451671919921,0.9029801324503312,0.5132050804101106,0.6039490871924388,0.9620860927152318,0.5153350122914055,0.6161188106613219
16,279.9565644264221,0.784874677658081,0.8228476821192053,0.5105307211184712,0.5859648965871544,0.9062913907284769,0.5163611890955863,0.607112262417369,0.9655629139072848,0.5184841950025934,0.6192910352429005
17,280.04701828956604,0.7867679595947266,0.8213576158940398,0.5115426915799445,0.586557911266231,0.903476821192053,0.5172250674343092,0.6073048522371507,0.9653973509933775,0.5194544640924641,0.6200479456434009
18,280.01021671295166,0.7990028858184814,0.8185430463576159,0.5106642226427021,0.5851369508246246,0.9031456953642384,0.516574281753122,0.6065768402981095,0.964569536423841,0.5187589084907647,0.6191727032325602
19,280.09257912635803,0.7928066253662109,0.8248344370860927,0.5117598943550941,0.5874940623676038,0.9051324503311259,0.5173188030693464,0.6077812477514035,0.9655629139072848,0.5194817767371008,0.6201954098404999
20,280.04080033302307,0.7791390419006348,0.8241721854304636,0.5101903973509943,0.5861310120033995,0.9048013245033113,0.5158699923621795,0.606619486284602,0.9668874172185431,0.5180844970950961,0.6193629328738105
21,280.27926325798035,0.7835593223571777,0.8231788079470199,0.5169018711237271,0.5909993961642304,0.9048013245033113,0.5225839897350272,0.6116592611927697,0.9652317880794702,0.5247549219172699,0.6240887346359272
22,279.7392168045044,0.7771337032318115,0.8254966887417219,0.514640229160098,0.5898578187243929,0.9054635761589404,0.5201942306468191,0.6100799766339634,0.9653973509933775,0.5223513072420762,0.6224132760345458
23,280.15331768989563,0.7831225395202637,0.8205298013245033,0.5142146930516159,0.588321852036815,0.9001655629139073,0.5197717649274497,0.6084924124402746,0.96341059602649,0.5220847536497214,0.6215673609526541
24,280.1731159687042,0.8021676540374756,0.8208609271523178,0.5144414879638405,0.5886373005104054,0.9036423841059603,0.5203293502204727,0.6097448152673376,0.9637417218543046,0.5225316057348687,0.6221763377859075
25,279.94898867607117,0.7980117797851562,0.823841059602649,0.5174557184904882,0.5916150216597463,0.9026490066225166,0.5229709874384448,0.6115948609916618,0.9653973509933775,0.5252422369633676,0.6245278125912929
26,280.07469940185547,0.7840983867645264,0.820364238410596,0.5154474140649651,0.5892931207254579,0.9001655629139073,0.5210753064810582,0.6095791589571231,0.9653973509933775,0.5234346947954377,0.6230202624091783
27,280.43697118759155,0.7723958492279053,0.8213576158940398,0.5141903842110807,0.5885074666242051,0.9024834437086092,0.5198733158518803,0.6090815918183445,0.96341059602649,0.5221042838667801,0.6216824679823042
28,280.54288053512573,0.8031342029571533,0.8228476821192053,0.5145494980552946,0.5891632820208261,0.9039735099337748,0.5201229634144954,0.6096018117180755,0.9635761589403974,0.5223014666247792,0.621920846728907
