Iteration,fit_time,evaluate_time,hr@10,mrr@10,ndcg@10,hr@20,mrr@20,ndcg@20,hr@40,mrr@40,ndcg@40
1,72.3190405368805,0.6977560520172119,0.7554635761589404,0.4426032797224864,0.5175730725629186,0.8597682119205298,0.4498993246376475,0.5440144579554035,0.9417218543046357,0.45280390574932383,0.5608053202962636
2,72.60119915008545,0.4389955997467041,0.7841059602649006,0.49123107852412595,0.5617343303992022,0.8764900662251656,0.4977768711083632,0.5852609400386628,0.947682119205298,0.5003340488064937,0.5999066334918055
3,72.00826096534729,0.47006988525390625,0.8033112582781456,0.5137501970987074,0.583485394051717,0.8850993377483444,0.5195571278385991,0.6043271784087808,0.9511589403973509,0.5219568964550122,0.6179586962791406
4,71.2308783531189,0.4698190689086914,0.8109271523178808,0.5201255518763804,0.590095012973297,0.8874172185430463,0.5254942864786363,0.6095082445744211,0.953476821192053,0.527910414250635,0.6231652130140809
5,70.76144123077393,0.48526525497436523,0.8102649006622517,0.5296080363712821,0.5971431240429542,0.8870860927152318,0.5350810829746661,0.6167417000914318,0.9533112582781457,0.5374867616278777,0.6304050106700428
6,71.34171724319458,0.4445066452026367,0.812748344370861,0.5305031272994866,0.5986185934653021,0.8920529801324504,0.5360228373585157,0.6186892579013815,0.9548013245033112,0.538283358924004,0.6316041143303902
7,71.78794407844543,0.4483017921447754,0.820364238410596,0.5322584226847475,0.6015281534295153,0.8956953642384106,0.5375346233634951,0.6206323430068406,0.9564569536423841,0.53973273913294,0.6331557677558408
8,72.039541721344,0.44861745834350586,0.8190397350993377,0.5406716466939988,0.6077316933363852,0.895364238410596,0.5459995964990476,0.627069395774241,0.9572847682119205,0.5482177455913757,0.639793479768038
9,72.38144493103027,0.4487578868865967,0.8172185430463577,0.5403962341007069,0.6070922815972468,0.8948675496688742,0.545793025878225,0.6267384425025134,0.9562913907284768,0.5480290956756174,0.6394205818735165
10,72.73962116241455,0.4537956714630127,0.8216887417218544,0.5439832991695588,0.6109258578207556,0.8966887417218543,0.5492551081872215,0.6299714840447985,0.9571192052980132,0.5514604160212262,0.6424582953300655
11,72.06281638145447,0.4760754108428955,0.822682119205298,0.5465034032376758,0.6130198727649309,0.898841059602649,0.5518769704671811,0.6323846891953578,0.9579470198675497,0.5539984892473223,0.6445406338500048
12,72.11103582382202,0.4727768898010254,0.8230132450331126,0.5431223720172403,0.610531515271756,0.8970198675496689,0.5483327449033621,0.6293379120014893,0.9574503311258278,0.550520407783699,0.6417932513753744
