Iteration,fit_time,evaluate_time,hr@10,mrr@10,ndcg@10,hr@20,mrr@20,ndcg@20,hr@40,mrr@40,ndcg@40
1,210.78535723686218,1.8145687580108643,0.7466887417218543,0.4137313413224013,0.4933206767106788,0.8574503311258278,0.42144763127906937,0.5213628347730356,0.9437086092715232,0.42448438236776304,0.5389991867402583
2,209.77400016784668,1.0783772468566895,0.7874172185430464,0.4717231682960166,0.5474748696127997,0.8799668874172185,0.47833706074018256,0.5711120299322693,0.947682119205298,0.4807399034404865,0.5849869398658659
3,209.80356407165527,1.181365966796875,0.8072847682119205,0.5012471092189654,0.5748800150720714,0.8874172185430463,0.5069444838614843,0.5953060744181791,0.9528145695364238,0.5092823817478189,0.6087365548664604
4,207.90633416175842,1.0935750007629395,0.8144039735099338,0.5152499868600879,0.5873136021981604,0.8910596026490066,0.5206106137686887,0.606746798272053,0.9552980132450332,0.522910710568889,0.6199486002789985
5,210.3482437133789,1.0510852336883545,0.820364238410596,0.5225204325659649,0.5942789761962436,0.8955298013245033,0.5278219022990479,0.6133885163304235,0.9571192052980132,0.5300248824358037,0.6260381209747656
6,208.59420442581177,1.1632473468780518,0.8220198675496688,0.5281953642384125,0.5991280609122732,0.8966887417218543,0.5335276966651474,0.6181937675074137,0.9572847682119205,0.5356624719058319,0.6305863964252646
7,208.5212414264679,0.9975547790527344,0.8269867549668874,0.5338513087354164,0.6045041813205111,0.8956953642384106,0.5386689987646797,0.6219387078526524,0.9562913907284768,0.5408473885248593,0.6344060818387613
8,208.02642393112183,1.1590886116027832,0.8286423841059603,0.5401681251970999,0.6097075826509312,0.8985099337748345,0.5450516701713198,0.627416460178165,0.956953642384106,0.5471476335741923,0.6394325564759935
9,206.94791889190674,1.156285285949707,0.8271523178807947,0.5396822111846971,0.6091106698934204,0.8978476821192053,0.5446585618511127,0.6270692057315201,0.958112582781457,0.5468337166873783,0.6394816934888041
10,201.22519159317017,2.5263829231262207,0.8254966887417219,0.5370026542625895,0.6067280502363226,0.8965231788079471,0.5419870244703924,0.624755485611318,0.9566225165562914,0.5441404199464993,0.6371084910841931
11,192.98121333122253,2.192023754119873,0.8304635761589404,0.539930686954696,0.6101969469636046,0.9013245033112582,0.544877198478924,0.6281494878792931,0.9602649006622517,0.5469697274981362,0.6402306389600225
12,193.82634711265564,2.5597121715545654,0.8281456953642384,0.5418123883107353,0.6110678370043275,0.8990066225165563,0.5467749958069159,0.6290422324134628,0.9589403973509933,0.5488953369536268,0.6413173651437208
13,194.39063477516174,1.8500628471374512,0.8259933774834437,0.5437738489435543,0.6120155779627449,0.8985099337748345,0.548920121056385,0.6304954920103987,0.9602649006622517,0.5511189961258122,0.6431667674678033
14,199.996577501297,1.2818620204925537,0.8268211920529801,0.5445244008199343,0.6128012842266221,0.8981788079470199,0.5495943035960015,0.6309898541651536,0.9589403973509933,0.5517877353434777,0.6435049124356638
15,192.19380140304565,0.9239671230316162,0.8304635761589404,0.5459887785136153,0.6147818696980377,0.898841059602649,0.5508101745937055,0.632165804956333,0.9584437086092715,0.5529428058790217,0.644412408699426
16,186.23038792610168,1.0010015964508057,0.829635761589404,0.5457632318932013,0.614414854563478,0.901158940397351,0.5508183304749622,0.6326106386691981,0.9612582781456953,0.5529236069560991,0.6448850060715131
17,201.71024537086487,1.027005672454834,0.831953642384106,0.5490976821192078,0.6173878528167056,0.9001655629139073,0.5538833613929355,0.6346999458256897,0.9607615894039735,0.5560561540393192,0.647158814179886
18,205.21633982658386,1.1334609985351562,0.8302980132450332,0.5473495479869688,0.6157030194141085,0.8995033112582781,0.5522723422078827,0.6333484016287376,0.9591059602649007,0.5544073503838353,0.6455991479666489
19,205.86272501945496,1.0522594451904297,0.8326158940397351,0.5477925601808081,0.6167921060753704,0.9016556291390728,0.5526734425046462,0.6343621061616918,0.9609271523178808,0.5547834250538475,0.6465203815795353
20,205.44069290161133,1.074538230895996,0.8306291390728476,0.5453502444024009,0.6144097090765538,0.9013245033112582,0.5503610896169764,0.6324145848783006,0.9591059602649007,0.5524163887978879,0.6442669003967639
21,205.95852708816528,1.1282000541687012,0.8311258278145696,0.5479974771365531,0.6164746471031295,0.9014900662251656,0.5528928887602701,0.6342771779305175,0.9592715231788079,0.5549724355192669,0.6461677862787476
22,206.495276927948,1.1133918762207031,0.8316225165562914,0.5496653920950298,0.6179700650070532,0.9031456953642384,0.5546602683877803,0.6360942495998042,0.9607615894039735,0.5567141266229363,0.647919496208991
